id_unidad,clues,clave_presupuestal,nombre_corto,derechohabientes_primer_nivel,derechohabientes_segundo_nivel,derechohabientes_tercer_nivel
U_ISSSTE_813,SRIST000331,026-212-08,CAF UH. FOVISSSTE No. 1 Hermosillo,"25,971",No aplica,No aplica
U_ISSSTE_814,SRIST000360,026-212-10,CAF Mazatán,183,No aplica,No aplica
U_ISSSTE_815,SRIST000425,026-212-11,CAF Huépac,146,No aplica,No aplica
U_ISSSTE_816,SRIST000174,026-215-00,CH Nogales,"20,399","23,937",No aplica
U_ISSSTE_817,SRIST000034,026-215-01,UMF Caborca,"7,096",No aplica,No aplica
U_ISSSTE_818,SRIST000244,026-215-02,CAF Cd. Magdalena de Kino,"2,495",No aplica,No aplica
U_ISSSTE_819,SRIST000215,026-215-03,UMF Santa Ana,"1,552",No aplica,No aplica
U_ISSSTE_820,SRIST000355,026-215-04,CAF Imuris,"1,043",No aplica,No aplica
U_ISSSTE_821,SRIST000010,026-215-06,UMF Agua Prieta,"8,119",No aplica,No aplica
U_ISSSTE_822,SRIST000063,026-215-09,UMF Cananea,"3,707",No aplica,No aplica
U_ISSSTE_823,TCIST000273,027-204-00,HG Villahermosa,No aplica,"220,067",No aplica
U_ISSSTE_824,TCIST000034,027-205-00,CMF Cárdenas,"19,292",No aplica,No aplica
U_ISSSTE_825,TCIST000186,027-206-00,"CMF Casablanca, Villahermosa","92,119",No aplica,No aplica
U_ISSSTE_826,TCIST000010,027-206-01,UMF Balancán de Domínguez,"4,657",No aplica,No aplica
U_ISSSTE_827,TCIST000075,027-206-02,UMF Comalcalco,"10,138",No aplica,No aplica
U_ISSSTE_828,TCIST000080,027-206-03,UMF Cunduacán,"7,961",No aplica,No aplica
U_ISSSTE_829,TCIST000092,027-206-04,UMF Emiliano Zapata,"3,702",No aplica,No aplica
U_ISSSTE_830,TCIST000051,027-206-05,UMF Frontera Centla,"7,072",No aplica,No aplica
U_ISSSTE_831,TCIST000104,027-206-06,UMF Huimanguillo,"8,716",No aplica,No aplica
U_ISSSTE_832,TCIST000116,027-206-07,UMF Jalpa de Méndez,"11,899",No aplica,No aplica
U_ISSSTE_833,TCIST000121,027-206-08,UMF Macuspana,"13,299",No aplica,No aplica
U_ISSSTE_834,TCIST000145,027-206-09,UMF Paraíso,"5,795",No aplica,No aplica
U_ISSSTE_835,TCIST000162,027-206-10,UMF Teapa,"4,942",No aplica,No aplica
U_ISSSTE_836,TCIST000174,027-206-11,UMF Tenosique de Pino Suárez,"5,805",No aplica,No aplica
U_ISSSTE_837,TCIST000046,027-206-12,UMF Villa Benito Juárez (Cárdenas),851,No aplica,No aplica
U_ISSSTE_838,TCIST000133,027-206-13,CAF Nacajuca,"9,349",No aplica,No aplica
U_ISSSTE_839,TCIST000150,027-206-15,UMF Tacotalpa,"3,828",No aplica,No aplica
U_ISSSTE_840,TCIST000244,027-206-17,CAF Jalapa,"1,858",No aplica,No aplica
U_ISSSTE_841,TCIST000022,027-206-18,UMF El Triunfo,"1,007",No aplica,No aplica
U_ISSSTE_842,TCIST000256,027-206-19,CAF Jonuta,"1,592",No aplica,No aplica
U_ISSSTE_843,TCIST000261,027-206-20,CAF Villa Benito Juárez (Macuspana),No disponible,No disponible,No disponible
U_ISSSTE_844,TCIST000215,027-206-22,CAF Tamulté de Las Sábanas,"11,594",No aplica,No aplica
U_ISSSTE_845,TSIST000153,028-204-00,CH Cd. Victoria,No aplica,"127,738",No aplica
U_ISSSTE_846,TSIST000013,028-204-01,UMF Abasolo,"1,416",No aplica,No aplica
U_ISSSTE_847,TSIST000310,028-204-02,CAF El Barretal,661,No aplica,No aplica
U_ISSSTE_848,TSIST000252,028-204-03,UMF Jaumave,"3,179",No aplica,No aplica
U_ISSSTE_849,TSIST000264,028-204-04,CAF Santander Jiménez,"1,163",No aplica,No aplica
U_ISSSTE_850,TSIST000240,028-204-05,CAF Hidalgo,"1,069",No aplica,No aplica
U_ISSSTE_851,TSIST000042,028-204-06,UMF Llera de Canales,"1,464",No aplica,No aplica
U_ISSSTE_852,TSIST000305,028-204-08,CAF Padilla,"1,992",No aplica,No aplica
U_ISSSTE_853,TSIST000322,028-204-09,CAF Tula,"3,376",No aplica,No aplica
U_ISSSTE_854,TSIST000334,028-204-10,CAF Villagrán,346,No aplica,No aplica
U_ISSSTE_855,TSIST000124,028-204-12,CAF Soto La Marina,"2,224",No aplica,No aplica
U_ISSSTE_856,TSIST000100,028-206-00,"CH Dr. Baudelio Villanueva, Reynosa","47,543","55,009",No aplica
U_ISSSTE_857,TSIST000025,028-206-01,UMF Cd. Camargo,"1,549",No aplica,No aplica
U_ISSSTE_858,TSIST000235,028-206-02,CAF Cd. Gustavo Díaz Ordaz,"2,161",No aplica,No aplica
U_ISSSTE_859,TSIST000083,028-206-04,UMF Cd. Miguel Alemán,"3,151",No aplica,No aplica
U_ISSSTE_860,TSIST000281,028-206-05,CAF Cd. Mier,605,No aplica,No aplica
U_ISSSTE_861,TSIST000071,028-207-00,"CH Dr. Manuel F. Rodriguez, Matamoros","47,800","60,677",No aplica
U_ISSSTE_862,TSIST000276,028-207-01,CAF Control,654,No aplica,No aplica
U_ISSSTE_863,TSIST000141,028-207-02,UMF Valle Hermoso,"6,828",No aplica,No aplica
U_ISSSTE_864,TSIST000112,028-207-03,UMF San Fernando,"5,395",No aplica,No aplica
U_ISSSTE_865,TSIST000095,028-208-00,"CH Agosto 12, Nuevo Laredo","32,854","35,197",No aplica
U_ISSSTE_866,TSIST000223,028-208-01,CAF Nueva Cd. Guerrero,381,No aplica,No aplica
U_ISSSTE_867,TSIST000170,028-209-00,CH Río Bravo,"12,226","12,226",No aplica
U_ISSSTE_868,TSIST000054,028-210-00,CH Cd. Mante,"17,941","25,493",No aplica
U_ISSSTE_869,TSIST000066,028-210-01,UMF Los Aztecas,342,No aplica,No aplica
U_ISSSTE_870,TSIST000293,028-210-02,UMF Ocampo,"1,426",No aplica,No aplica
U_ISSSTE_871,TSIST000030,028-210-03,UMF Villa González,"2,401",No aplica,No aplica
U_ISSSTE_872,TSIST000165,028-210-04,UMF Villa Xicoténcatl,"3,383",No aplica,No aplica
U_ISSSTE_873,TSIST000136,028-211-00,CMFEQ Tampico,"57,036","57,036",No aplica
U_ISSSTE_874,TSIST000194,028-211-01,CAF Villa Aldama,"3,929",No aplica,No aplica
U_ISSSTE_875,TSIST000211,028-211-02,CAF UHF. Las Arboledas,"16,326",No aplica,No aplica
U_ISSSTE_876,TSIST000206,028-211-03,UMF Altamira,"12,815",No aplica,No aplica
U_ISSSTE_877,TSIST000345,028-214-00,CMF Cd. Victoria,"111,194",No aplica,No aplica
U_ISSSTE_878,TSIST000363,028-215-00,HG Tampico,No aplica,"64,204",No aplica
U_ISSSTE_879,TLIST000042,029-204-00,HG Tlaxcala,No aplica,"164,607",No aplica
U_ISSSTE_880,TLIST000013,029-204-01,UMF Apizaco,"22,629",No aplica,No aplica
U_ISSSTE_881,TLIST000025,029-204-02,UMF Calpulalpan,"5,330",No aplica,No aplica
U_ISSSTE_882,TLIST000030,029-204-03,UMF Huamantla,"10,682",No aplica,No aplica
U_ISSSTE_883,TLIST000054,029-204-04,UMF Zacatelco,"28,686",No aplica,No aplica
U_ISSSTE_884,TLIST000066,029-205-00,CMF Tlaxcala,"97,280",No aplica,No aplica
U_ISSSTE_885,VZIST000120,030-204-00,CH Xalapa,"116,112","154,609",No aplica
U_ISSSTE_886,VZIST000050,030-204-01,UMF Coatepec,"9,533",No aplica,No aplica
U_ISSSTE_887,VZIST000202,030-204-02,UMF Perote,"7,780",No aplica,No aplica
U_ISSSTE_888,VZIST000470,030-204-03,CAF Rinconada,"2,479",No aplica,No aplica
U_ISSSTE_889,VZIST000593,030-204-04,CAF Xico,"3,624",No aplica,No aplica
U_ISSSTE_890,VZIST000540,030-204-06,CAF Inmecafé,"8,886",No aplica,No aplica
U_ISSSTE_891,VZIST000552,030-204-07,CAF UH. FOVISSSTE No. 2 Xalapa,"1,971",No aplica,No aplica
U_ISSSTE_892,VZIST000564,030-204-08,CMCT Secretaría de Educación del Estado de Veracruz-SEP,No disponible,No disponible,No disponible
U_ISSSTE_893,VZIST000576,030-204-09,CMCT SNTE (Veracruz),No disponible,No disponible,No disponible
U_ISSSTE_894,VZIST000330,030-204-10,CAF Altotonga,"2,664",No aplica,No aplica
U_ISSSTE_895,VZIST000354,030-204-11,CAF Atzalan,475,No aplica,No aplica
U_ISSSTE_896,VZIST000424,030-206-00,CMFEQ Córdoba,"33,006","33,006",No aplica
U_ISSSTE_897,VZIST000506,030-206-01,UMF Huatusco de Chicuéllar,"4,835",No aplica,No aplica
U_ISSSTE_898,VZIST000733,030-206-02,CAF Tezonapa,"1,826",No aplica,No aplica
U_ISSSTE_899,VZIST000663,030-206-04,CAF Paso del Macho,977,No aplica,No aplica
U_ISSSTE_900,VZIST000272,030-206-05,UMF Tierra Blanca,"8,660",No aplica,No aplica
U_ISSSTE_901,VZIST000173,030-207-00,CH Orizaba,"52,679","72,889",No aplica
U_ISSSTE_902,VZIST000313,030-207-02,UMF Zongolica,"3,912",No aplica,No aplica
U_ISSSTE_903,VZIST000296,030-208-00,CH Tuxpan,"25,141","36,944",No aplica
U_ISSSTE_904,VZIST000716,030-208-01,CAF Tamiahua,990,No aplica,No aplica
U_ISSSTE_905,VZIST000774,030-208-02,CAF UH. FOVISSSTE No. 1 Tuxpan,816,No aplica,No aplica
U_ISSSTE_906,VZIST000255,030-208-03,UMF Tantoyuca,"10,529",No aplica,No aplica
U_ISSSTE_907,VZIST000366,030-208-04,CAF Benito Juárez,880,No aplica,No aplica
U_ISSSTE_908,VZIST000091,030-208-05,UMF Chicontepec de Tejeda,"3,781",No aplica,No aplica
U_ISSSTE_909,VZIST000675,030-208-06,CAF Platón Sánchez,"1,085",No aplica,No aplica
U_ISSSTE_910,VZIST000721,030-208-07,CAF Tempoal de Sánchez,"1,909",No aplica,No aplica
U_ISSSTE_911,VZIST000045,030-208-08,UMF Cerro Azul,"6,216",No aplica,No aplica
U_ISSSTE_912,VZIST000864,030-208-09,UMF Naranjos,"7,523",No aplica,No aplica
U_ISSSTE_913,VZIST000646,030-208-10,CAF Ozuluama,884,No aplica,No aplica
U_ISSSTE_914,VZIST000185,030-208-11,UMF Pánuco,"8,044",No aplica,No aplica
U_ISSSTE_915,VZIST000844,030-208-12,CAF El Higo,"1,609",No aplica,No aplica
U_ISSSTE_916,VZIST000680,030-208-13,CAF Cd. Cuauhtémoc,636,No aplica,No aplica
U_ISSSTE_917,VZIST000226,030-209-00,CH Poza Rica de Hidalgo,"38,446","93,960",No aplica
U_ISSSTE_918,VZIST000651,030-209-01,UMF Álamo,"4,864",No aplica,No aplica
U_ISSSTE_919,VZIST000400,030-209-02,CAF Cazones de Herrera,"1,798",No aplica,No aplica
U_ISSSTE_920,VZIST000453,030-209-03,CAF Coyutla,"1,859",No aplica,No aplica
U_ISSSTE_921,VZIST000103,030-209-05,UMF Gutiérrez Zamora,"3,008",No aplica,No aplica
U_ISSSTE_922,VZIST000115,030-209-06,UMF Huayacocotla,"1,510",No aplica,No aplica
U_ISSSTE_923,VZIST000535,030-209-07,CAF Ixhuatlán de Madero,"3,932",No aplica,No aplica
U_ISSSTE_924,VZIST000190,030-209-09,UMF Papantla,"13,453",No aplica,No aplica
U_ISSSTE_925,VZIST000086,030-209-11,UMF Cosamaloapan de Carpio,"8,216",No aplica,No aplica
U_ISSSTE_926,VZIST000074,030-209-12,UMF Cd. Miguel Alemán,"3,455",No aplica,No aplica
U_ISSSTE_927,VZIST000062,030-210-00,CH Coatzacoalcos,"27,242","84,275",No aplica
U_ISSSTE_928,VZIST000832,030-210-01,CAF Agua Dulce,"2,558",No aplica,No aplica
U_ISSSTE_929,VZIST000412,030-210-02,CAF UH. FOVISSSTE No. 3 Coatzacoalcos,"1,287",No aplica,No aplica
U_ISSSTE_930,VZIST000465,030-210-03,CAF Las Choapas,"5,409",No aplica,No aplica
U_ISSSTE_931,VZIST000231,030-213-00,CMF San Andrés Tuxtla,"10,975",No aplica,No aplica
U_ISSSTE_932,VZIST000395,030-213-01,CAF Catemaco,"2,971",No aplica,No aplica
U_ISSSTE_933,VZIST000511,030-213-02,CAF Juan Díaz Covarrubias,"1,910",No aplica,No aplica
U_ISSSTE_934,VZIST000605,030-213-03,CAF Juan Rodríguez Clara,"1,648",No aplica,No aplica
U_ISSSTE_935,VZIST000132,030-213-04,UMF Lerdo de Tejada,"2,857",No aplica,No aplica
U_ISSSTE_936,VZIST000214,030-213-05,UMF Playa Vicente,"2,474",No aplica,No aplica
U_ISSSTE_937,VZIST000243,030-213-06,UMF Santiago Tuxtla,"2,727",No aplica,No aplica
U_ISSSTE_938,VZIST000260,030-213-07,UMF Villa Azueta,"1,046",No aplica,No aplica
U_ISSSTE_939,VZIST000523,030-213-08,CAF Isla,"2,135",No aplica,No aplica
U_ISSSTE_940,VZIST000156,030-214-00,CMF Minatitlán,"19,589",No aplica,No aplica
U_ISSSTE_941,VZIST000436,030-214-01,CAF Cosoleacaque,"5,829",No aplica,No aplica
U_ISSSTE_942,VZIST000494,030-214-02,CAF Hidalgotitlán,309,No aplica,No aplica
U_ISSSTE_943,VZIST000581,030-214-03,CAF Jáltipan de Morelos,"2,722",No aplica,No aplica
U_ISSSTE_944,VZIST000856,030-214-04,CAF Tatahuicapan,"3,812",No aplica,No aplica
U_ISSSTE_945,VZIST000144,030-216-00,CMF Martínez de la Torre,"16,159",No aplica,No aplica
U_ISSSTE_946,VZIST000161,030-216-03,UMF Misantla,"6,585",No aplica,No aplica
U_ISSSTE_947,VZIST000622,030-216-04,CAF Nautla,"1,088",No aplica,No aplica
U_ISSSTE_948,VZIST000284,030-216-05,UMF Tlapacoyan,"2,768",No aplica,No aplica
U_ISSSTE_949,VZIST000791,030-216-06,CAF Vega de Alatorre,"1,085",No aplica,No aplica
U_ISSSTE_950,VZIST000016,030-220-00,CMF Acayucan,"14,302",No aplica,No aplica
U_ISSSTE_951,VZIST000325,030-220-03,CAF La Laguna,572,No aplica,No aplica
U_ISSSTE_952,VZIST000692,030-220-04,CAF San Juan Evangelista,644,No aplica,No aplica
U_ISSSTE_953,VZIST000820,030-223-00,CMF Heroica de Veracruz (Coyol),"79,655",No aplica,No aplica
U_ISSSTE_954,VZIST000021,030-223-01,UMF Alvarado,"3,828",No aplica,No aplica
U_ISSSTE_955,VZIST000441,030-223-02,CAF La Capilla,248,No aplica,No aplica
U_ISSSTE_956,VZIST000762,030-223-03,CAF Piedras Negras,"2,254",No aplica,No aplica
U_ISSSTE_957,VZIST000704,030-223-04,CAF Soledad de Doblado,"1,880",No aplica,No aplica
U_ISSSTE_958,VZIST000750,030-223-05,CAF Tlacotalpan,"1,289",No aplica,No aplica
U_ISSSTE_959,VZIST000033,030-223-06,UMF Cd. José Cardel,"4,240",No aplica,No aplica
U_ISSSTE_960,VZIST000786,030-223-07,CAF Zempoala,"1,804",No aplica,No aplica
U_ISSSTE_961,VZIST000610,030-223-08,CAF Paso del Toro,"2,645",No aplica,No aplica
U_ISSSTE_962,VZIST000803,030-223-10,CAF UH. FOVISSSTE Estatuto Jurídico,"3,788",No aplica,No aplica
U_ISSSTE_963,VZIST000815,030-223-11,CAF UH. FOVISSSTE Las Hortalizas,"14,739",No aplica,No aplica
U_ISSSTE_964,VZIST000371,030-223-12,CAF UH. FOVISSSTE Floresta,"3,153",No aplica,No aplica
U_ISSSTE_965,YNIST000112,031-201-00,CMFEQ Mérida (Col. Lindavista),"138,744","138,744",No aplica
U_ISSSTE_966,YNIST000136,031-201-01,UMF UHF. San Carlos,"7,937",No aplica,No aplica
U_ISSSTE_967,YNIST000071,031-201-02,UMF Progreso,"4,058",No aplica,No aplica
U_ISSSTE_968,YNIST000013,031-201-03,UMF Dzidzantún,"5,187",No aplica,No aplica
U_ISSSTE_969,YNIST000025,031-201-05,UMF Izamal,"3,237",No aplica,No aplica
U_ISSSTE_970,YNIST000124,031-201-06,UMF Maxcanú,"3,464",No aplica,No aplica
U_ISSSTE_971,YNIST000042,031-201-07,UMF Motul de Felipe Carrillo Puerto,"3,791",No aplica,No aplica
U_ISSSTE_972,YNIST000182,031-201-08,UMF Muna de Leopoldo Arana Cabrera,"1,559",No aplica,No aplica
U_ISSSTE_973,YNIST000054,031-201-09,UMF Oxkutzcab,"3,067",No aplica,No aplica
U_ISSSTE_974,YNIST000066,031-201-10,UMF Peto,"3,818",No aplica,No aplica
U_ISSSTE_975,YNIST000083,031-201-11,UMF Tekax de Álvaro Obregón,"6,786",No aplica,No aplica
U_ISSSTE_976,YNIST000095,031-201-12,UMF Ticul,"8,907",No aplica,No aplica
U_ISSSTE_977,YNIST000165,031-201-13,UMF Tizimín,"7,462",No aplica,No aplica
U_ISSSTE_978,YNIST000153,031-201-14,CAF Tixkokob,"2,984",No aplica,No aplica
U_ISSSTE_979,YNIST000100,031-201-15,UMF Valladolid,"15,143",No aplica,No aplica
U_ISSSTE_980,YNIST000170,031-204-00,CH Mérida,No aplica,"77,400",No aplica
U_ISSSTE_981,ZSIST000160,032-204-00,HG Zacatecas,No aplica,"178,674",No aplica
U_ISSSTE_982,ZSIST000015,032-204-02,UMF Víctor Calera Rosales,"2,320",No aplica,No aplica
U_ISSSTE_983,ZSIST000020,032-204-04,UMF Concepción del Oro,"1,215",No aplica,No aplica
U_ISSSTE_984,ZSIST000196,032-204-08,CAF Estancia de Animas,"1,956",No aplica,No aplica
U_ISSSTE_985,ZSIST000056,032-204-09,UMF Jalpa,"3,290",No aplica,No aplica
U_ISSSTE_986,ZSIST000061,032-204-10,UMF Jerez,"9,227",No aplica,No aplica
U_ISSSTE_987,ZSIST000085,032-204-12,UMF Juchipila,"3,576",No aplica,No aplica
U_ISSSTE_988,ZSIST000090,032-204-13,UMF Loreto,"10,726",No aplica,No aplica
U_ISSSTE_989,ZSIST000201,032-204-14,CAF Luis Moya,816,No aplica,No aplica
U_ISSSTE_990,ZSIST000213,032-204-15,CAF Monte Escobedo,336,No aplica,No aplica
U_ISSSTE_991,ZSIST000102,032-204-17,UMF Ojocaliente,"4,124",No aplica,No aplica
U_ISSSTE_992,ZSIST000114,032-204-18,UMF Pinos,"5,189",No aplica,No aplica
U_ISSSTE_993,ZSIST000225,032-204-22,CAF Tabasco,"1,404",No aplica,No aplica
U_ISSSTE_994,PENDIENTE,032-204-23,CAF Teúl de González Ortega,945,No aplica,No aplica
U_ISSSTE_995,ZSIST000143,032-204-24,UMF Tlaltenango de Sánchez Román,"3,804",No aplica,No aplica
U_ISSSTE_996,ZSIST000184,032-204-25,UMF Hacienda Troncoso,"1,322",No aplica,No aplica
U_ISSSTE_997,ZSIST000324,032-204-29,CAF Villanueva,"1,669",No aplica,No aplica
U_ISSSTE_998,ZSIST000266,032-204-33,CAF Cd. Cuauhtémoc,873,No aplica,No aplica
U_ISSSTE_999,ZSIST000353,032-204-34,UMF Nochistlán,"2,946",No aplica,No aplica
U_ISSSTE_1000,ZSIST000271,032-204-40,CAF Villa García,"1,390",No aplica,No aplica
U_ISSSTE_1001,ZSIST000032,032-205-00,CH Fresnillo,"25,891","50,981",No aplica
U_ISSSTE_1002,ZSIST000394,032-205-01,CAF Cañitas de Felipe Pescador,586,No aplica,No aplica
U_ISSSTE_1003,ZSIST000300,032-205-06,CAF Chalchihuites,738,No aplica,No aplica
U_ISSSTE_1004,ZSIST000073,032-205-11,UMF Juan Aldama,"3,853",No aplica,No aplica
U_ISSSTE_1005,ZSIST000312,032-205-16,CAF Nieves,"2,499",No aplica,No aplica
U_ISSSTE_1006,ZSIST000126,032-205-19,UMF Río Grande,"8,573",No aplica,No aplica
U_ISSSTE_1007,ZSIST000365,032-205-20,CAF Saín Alto,"1,347",No aplica,No aplica
U_ISSSTE_1008,ZSIST000131,032-205-21,UMF Sombrerete,"4,118",No aplica,No aplica
U_ISSSTE_1009,ZSIST000155,032-205-26,UMF Valparaíso,"3,376",No aplica,No aplica
U_ISSSTE_1010,ZSIST000044,032-206-00,CMF Guadalupe,"56,262",No aplica,No aplica
U_ISSSTE_1011,ZSIST000370,032-207-00,CMF Zacatecas,"57,888",No aplica,No aplica
U_ISSSTE_1012,SLIST000085,033-203-00,"HR Dr. M.Cárdenas de la Vega, Culiacán",No aplica,"273,040","1,268,444"
U_ISSSTE_1013,NLIST000105,035-203-00,HR Monterrey,No aplica,No aplica,"904,479"
U_ISSSTE_1014,PLIST000101,036-203-00,HR Puebla,No aplica,"64,396","634,332"
U_ISSSTE_1015,GTIST000091,037-203-00,HR León,No aplica,"13,867","533,225"
U_ISSSTE_1016,YNIST000030,038-203-00,"HR ""Elvia Carrillo Puerto"", Mérida",No aplica,No aplica,"1,229,799"
U_ISSSTE_1017,OCIST000112,039-203-00,"HR Presidente Benito Juárez, Oax.",No aplica,No aplica,"440,746"
U_ISSSTE_1018,MCIST000425,042-203-00,HR Bicentenario de la Independencia,No aplica,"336,077","927,448"
U_ISSSTE_1019,MSIST000293,043-203-00,HR Centenario de la Revolución Mexicana,No aplica,No aplica,"415,406"
U_ISSSTE_1020,MNIST000120,044-203-00,HR Morelia,No aplica,"240,977","580,436"
U_ISSSTE_1021,VZIST000301,045-203-00,HR Veracruz,No aplica,"149,179","687,028"
U_ISSSTE_1022,GRIST000520,046-203-00,HR Acapulco,No aplica,"191,203","525,490"
U_ISSSTE_1023,CLIST000350,047-203-00,HR Torreón,No aplica,No aplica,"922,481"
U_ISSSTE_1024,JCIST000955,048-203-00,HR Tlajomulco de Zúñiga,No aplica,No aplica,"1,523,332"
U_ISSSTE_1025,DFIST000090,090-201-00,HR Primero de Octubre,No aplica,"213,622","1,025,226"
U_ISSSTE_1026,DFIST000073,091-205-00,CMF Gustavo A. Madero,"38,415",No aplica,No aplica
U_ISSSTE_1027,DFIST000621,091-205-01,CMCT IPN-CIEA,No disponible,No disponible,No disponible
U_ISSSTE_1028,DFIST000085,091-206-00,CMF Aragón,"78,344",No aplica,No aplica
U_ISSSTE_1029,DFIST000645,091-206-02,CMCT No. 61 SAGARPA-OCAVM (CONAGUA),No disponible,No disponible,No disponible
U_ISSSTE_1030,DFIST000370,091-207-00,CMF Guadalupe,"42,453",No aplica,No aplica
U_ISSSTE_1031,DFIST000102,091-208-00,CEQ Centro de Cirugía Ambulatoria 1º de Octubre,No disponible,No disponible,No disponible
U_ISSSTE_1032,DFIST000481,091-209-00,CE Centro de Apoyo Diagnóstico San Rafael,No disponible,No disponible,No disponible
U_ISSSTE_1033,DFIST000341,091-210-00,CE Indianilla,No aplica,"119,494",No aplica
U_ISSSTE_1034,DFIST000382,091-211-00,CMF Cinco de Febrero,"10,498",No aplica,No aplica
U_ISSSTE_1035,DFIST000394,091-212-00,CMF Juárez,"33,849",No aplica,No aplica
U_ISSSTE_1036,DFIST000785,091-212-03,CMCT No. 9 Junta de Conciliación y Arbitraje,No disponible,No disponible,No disponible
U_ISSSTE_1037,DFIST000790,091-212-04,CMCT No. 19 SEGOB,No disponible,No disponible,No disponible
U_ISSSTE_1038,DFIST000802,091-212-05,CMCT No. 22 COFAA-IPN,No disponible,No disponible,No disponible
U_ISSSTE_1039,DFIST000406,091-213-00,CMF San Antonio Abad,"31,218",No aplica,No aplica
U_ISSSTE_1040,DFIST000411,091-214-00,"CMF Dr. Javier Domínguez Estrada, Chapultepec","25,230",No aplica,No aplica
U_ISSSTE_1041,DFIST000983,091-214-04,CMCT No. 50 SAGARPA-SIAP,No disponible,No disponible,No disponible
U_ISSSTE_1042,DFIST000843,091-214-05,CMCT No. 55 PROFECO,No disponible,No disponible,No disponible
U_ISSSTE_1043,DFIST001041,091-214-06,CMCT Presidencia (OPR),No disponible,No disponible,No disponible
U_ISSSTE_1044,PENDIENTE,091-214-08,CMCT ISSSTE-DIRI,No disponible,No disponible,No disponible
U_ISSSTE_1045,DFIST000423,091-216-00,CMF Peralvillo,"20,136",No aplica,No aplica
U_ISSSTE_1046,DFIST000855,091-216-01,CMCT No. 20 SRE,No disponible,No disponible,No disponible
U_ISSSTE_1047,PENDIENTE,091-216-02,CMCT SEGOB-Talleres Gráficos de México,No disponible,No disponible,No disponible
U_ISSSTE_1048,DFIST000435,091-217-00,CMF Guerrero,"34,274",No aplica,No aplica
U_ISSSTE_1049,DFIST000336,091-217-01,CMCT No. 51 ISSSTE-Dirección General,No disponible,No disponible,No disponible
U_ISSSTE_1050,DFIST000860,091-217-02,CMCT SHCP Complejo Hidalgo No. 1,No disponible,No disponible,No disponible
U_ISSSTE_1051,DFIST000872,091-217-03,CMCT Fomento Deportivo ISSSTE (Oficina de Represantación Regional Zona Norte CDMX),No disponible,No disponible,No disponible
U_ISSSTE_1052,DFIST000884,091-217-04,CMCT Sindicato de SHCP,No disponible,No disponible,No disponible
U_ISSSTE_1053,DFIST000896,091-217-05,CMCT SHCP Complejo Hidalgo No. 2,No disponible,No disponible,No disponible
U_ISSSTE_1054,DFIST000901,091-217-06,CMCT SHCP-SAT (Antes Caballito),No disponible,No disponible,No disponible
U_ISSSTE_1055,DFIST000440,091-218-00,CMF Santa María,"31,927",No aplica,No aplica
U_ISSSTE_1056,DFIST000913,091-218-02,CMCT No. 28 SENASICA-SAGARPA,No disponible,No disponible,No disponible
U_ISSSTE_1057,DFIST000925,091-218-03,CMCT No. 30 Sindicato de SAGARPA,No disponible,No disponible,No disponible
U_ISSSTE_1058,DFIST000930,091-218-04,CMCT FSTSE,No disponible,No disponible,No disponible
U_ISSSTE_1059,DFIST000942,091-218-05,CMCT Sindicato de SEMARNAT,No disponible,No disponible,No disponible
U_ISSSTE_1060,DFIST000995,091-218-06,CMCT SRE (Tlatelolco),No disponible,No disponible,No disponible
U_ISSSTE_1061,DFIST000452,091-219-00,CMF Perú,"12,002",No aplica,No aplica
U_ISSSTE_1062,DFIST000954,091-219-01,CMCT No. 23 SEP,No disponible,No disponible,No disponible
U_ISSSTE_1063,DFIST000971,091-219-09,CMCT Palacio Nacional,No disponible,No disponible,No disponible
U_ISSSTE_1064,DFIST000353,091-220-00,CE Dentales Dr. Honorato Villa Acosta,No disponible,No disponible,No disponible
U_ISSSTE_1065,DFIST000365,091-221-00,CE Neuropsiquiatría,No disponible,No disponible,No disponible
U_ISSSTE_1066,DFIST000546,092-204-00,CMF Balbuena,"76,084",No aplica,No aplica
U_ISSSTE_1067,DFIST000551,092-205-00,CMF Morelos,"34,158",No aplica,No aplica
U_ISSSTE_1068,DFIST000114,092-206-00,CMF Oriente,"102,051",No aplica,No aplica
U_ISSSTE_1069,DFIST000563,092-207-00,CMF Moctezuma,"70,071",No aplica,No aplica
U_ISSSTE_1070,DFIST000126,092-209-00,CMF Iztapalapa I,"69,122",No aplica,No aplica
U_ISSSTE_1071,DFIST000155,092-210-00,HG Gral. José Maria Morelos y Pavón,No aplica,"288,087",No aplica
U_ISSSTE_1072,DFIST000131,092-211-00,CMF Iztapalapa II,"92,769",No aplica,No aplica
U_ISSSTE_1073,DFIST000143,092-212-00,CMF Ermita Zaragoza,"78,640",No aplica,No aplica
U_ISSSTE_1074,DFIST000650,092-214-00,CEQ Leonardo y Nicolás Bravo,No aplica,"266,120",No aplica
U_ISSSTE_1075,DFIST000686,093-204-00,CE Medicina Física y Rehabilitación,No disponible,No disponible,No disponible
U_ISSSTE_1076,DFIST000271,093-205-00,CMF Narvarte,"60,911",No aplica,No aplica
U_ISSSTE_1077,DFIST000283,093-206-00,CMF Del Valle,"56,752",No aplica,No aplica
U_ISSSTE_1078,DFIST000715,093-206-01,CAF Centro Urbano Pdte. Miguel Alemán,448,No aplica,No aplica
U_ISSSTE_1079,DFIST000720,093-206-02,CMCT SHCP-PFF,No disponible,No disponible,No disponible
