id_unidad,clues,clave_presupuestal,nombre_corto,servicio_medicina_general,servicio_gineco_obstetria,servicio_pediatria,servicio_geriatria,servicio_oncologia,servicio_traumatologia_ortopedia,servicio_odontologia,servicio_urgencias,servicio_hemodialisis,servicio_hemodinamia,servicio_quimioterapia,servicio_banco_sangre,servicio_rayos_x,servicio_quirofano,servicio_farmacia
U_ISSSTE_274,GRIST000030,012-206-01,UMF Ajuchitlán del Progreso,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_275,GRIST000363,012-206-03,UMF Apaxtla de Castrejón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_276,GRIST000042,012-206-04,UMF Arcelia,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_277,GRIST000380,012-206-05,CAF Buenavista de Cuéllar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_278,GRIST000095,012-206-06,UMF Coyuca de Catalán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_279,GRIST000404,012-206-07,CAF Cutzamala de Pinzón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_280,GRIST000141,012-206-08,UMF Huitzuco de los Figueroa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_281,GRIST000276,012-206-09,UMF Teloloapan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_282,GRIST000305,012-206-10,UMF Tlapehuala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_283,GRIST000491,012-206-12,CAF Zirándaro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_284,GRIST000252,012-206-13,UMF Taxco de Alarcón,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_285,GRIST000194,012-207-00,CMFEQ Ometepec,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí
U_ISSSTE_286,GRIST000013,012-208-00,CMF Acapulco,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_287,GRIST000310,012-208-01,UMF Lic. Adolfo López Mateos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_288,GRIST000054,012-208-02,UMF Atoyac de Álvarez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_289,GRIST000322,012-208-03,CAF Cd. Renacimiento,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_290,GRIST000066,012-208-04,UMF Ayutla de los Libres,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_291,GRIST000083,012-208-05,UMF Coyuca de Benítez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_292,GRIST000416,012-208-06,CAF Cruz Grande,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_293,GRIST000392,012-208-07,UMF Cuajinicuilapa,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_294,GRIST000240,012-208-10,UMF Las Vigas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_295,GRIST000071,012-208-11,UMF Marquelia,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_296,GRIST000206,012-208-12,UMF Petatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_297,GRIST000375,012-208-13,CAF San Jerónimo de Juárez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_298,GRIST000223,012-208-14,UMF San Luis Acatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_299,GRIST000235,012-208-15,UMF San Marcos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_300,GRIST000474,012-208-16,UMF Tecoanapa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_301,GRIST000351,012-208-18,CAF Xaltianguis,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_302,GRIST000165,012-208-19,UMF Zihuatanejo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_303,GRIST000334,012-208-20,CAF UHF. Acapulco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_304,GRIST000346,012-208-21,CAF UHF. Vicente Guerrero 200,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_305,GRIST000211,012-209-00,CMFEQ Cd. Altamirano,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_306,GRIST000264,012-210-00,CMFEQ Técpan de Galeana,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_307,GRIST000293,012-212-00,CMFEQ Tlapa de Comonfort,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí
U_ISSSTE_308,HGIST000106,013-204-00,"HG Dra. Columba Rivera Osorio, Pachuca",No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_309,HGIST000065,013-205-00,CH Ixmiquilpan,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_310,HGIST000053,013-205-03,UMF Huichapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_311,HGIST000205,013-205-04,UMF Jacala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_312,HGIST000234,013-205-06,CAF Nopala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_313,HGIST000275,013-205-08,UMF Tasquillo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_314,HGIST000280,013-205-09,UMF Tecozautla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_315,HGIST000362,013-205-10,CAF Zimapán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_316,HGIST000140,013-206-00,CMF Tulancingo,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_317,HGIST000292,013-206-02,CAF Tenango de Doria,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_318,HGIST000041,013-207-00,CH Huejutla de Reyes,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_319,HGIST000193,013-207-01,CAF Huautla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_320,HGIST000246,013-207-02,CAF San Felipe Orizatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_321,HGIST000321,013-207-03,UMF Tlanchinol,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_322,HGIST000176,013-207-05,CAF Calnali,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_323,HGIST000094,013-207-06,UMF Molango,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_324,HGIST000345,013-207-09,CAF Xochicoatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_325,HGIST000181,013-207-12,CAF Chapulhuacán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_326,HGIST000082,013-208-00,CMF Mixquiahuala,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_327,HGIST000036,013-208-01,UMF Tepatepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_328,HGIST000111,013-208-02,UMF Tepeji del Río,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_329,HGIST000316,013-208-03,UMF Tezontepec de Aldama,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_330,HGIST000333,013-208-04,UMF Tlaxcoapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_331,HGIST000135,013-208-05,UMF Tula de Allende,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_332,HGIST000386,013-210-00,CMFE Pachuca,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_333,HGIST000012,013-210-01,UMF Actopan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_334,HGIST000024,013-210-02,UMF Apan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_335,HGIST000164,013-210-03,CAF Atotonilco el Grande,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_336,HGIST000070,013-210-04,UMF Metztitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_337,HGIST000210,013-210-05,UMF Mineral del Monte,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_338,HGIST000304,013-210-06,UMF Tepeapulco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_339,HGIST000123,013-210-07,UMF Tizayuca,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_340,HGIST000152,013-210-08,UMF Zacualtipán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_341,HGIST000350,013-210-09,CAF Zapotlán de Juárez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_342,HGIST000251,013-210-10,CMCT Servicio Geológico Mexicano (Los Arcos),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_343,HGIST000263,013-210-11,CMCT Pensionados y Jubilados (ISSSTE),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_344,JCIST000074,014-204-00,"CMF Dr. Arturo Glez, Guadalajara No. 1",Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_345,JCIST000161,014-204-01,UMF Ahualulco de Mercado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_346,JCIST000016,014-204-02,UMF Ameca,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_347,JCIST000272,014-204-03,CAF Colotlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_348,JCIST000820,014-204-04,CAF Villa Guerrero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_349,JCIST000511,014-204-05,CAF Magdalena,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_350,JCIST000680,014-204-06,CAF Tala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_351,JCIST000342,014-204-07,CMCT Palacio Federal (Guadalajara),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_352,JCIST000436,014-204-08,CAF Huejúcar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_353,JCIST000144,014-204-09,CAF Tequila,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_354,JCIST000330,014-204-10,CAF Etzatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_355,JCIST000441,014-204-11,CAF Huejuquilla El Alto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_356,JCIST000354,014-204-12,CMCT FSTSE (Guadalajara),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_357,JCIST000185,014-204-14,CAF El Arenal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_358,JCIST000226,014-204-15,CAF Bolaños,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_359,JCIST000540,014-204-16,CAF Mezquitic,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_360,JCIST000296,014-204-17,CAF Cuquío,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_361,JCIST000366,014-205-00,CMF Guadalajara No. 2,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_362,JCIST000091,014-205-02,UMF Tecolotlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_363,JCIST000050,014-205-04,UMF Cocula,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_364,JCIST000856,014-205-09,CAF UHF. Estatuto Jurídico Tuzania,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_365,JCIST000371,014-205-10,CAF UH. FOVISSSTE Miravalle,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_366,JCIST000383,014-205-11,CMCT Secretaría de Educación del Estado de Jalisco-SEP,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_367,JCIST000156,014-205-15,CAF Acatlán de Juárez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_368,JCIST000651,014-205-16,CAF San Martín Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_369,JCIST000844,014-205-19,CAF Zacoalco de Torres,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_370,JCIST000885,014-205-20,CMCT SAT,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_371,JCIST000890,014-205-21,CMCT TFJA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_372,JCIST000901,014-205-22,CAF Guachinango,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_373,JCIST000931,014-205-24,CMCT Sindicato Nacional de Trabajadores de la Secretaría de Salud,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_374,JCIST000395,014-206-00,CMF Guadalajara No. 3,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_375,JCIST000465,014-206-01,UMF Atequiza,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_376,JCIST000301,014-206-02,CAF Chapala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_377,JCIST000494,014-206-03,CAF Jocotepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_378,JCIST000033,014-206-04,UMF La Barca,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_379,JCIST000564,014-206-05,UMF Ocotlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_380,JCIST000861,014-206-06,CAF Zapotlanejo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_381,JCIST000190,014-206-07,CAF Atotonilco el Alto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_382,JCIST000115,014-206-08,UMF Tepatitlán de Morelos,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_383,JCIST000622,014-206-09,CAF El Salto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_384,JCIST000750,014-206-11,UMF San Martín de las Flores,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_385,JCIST000733,014-206-12,CAF Tizapán el Alto,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_386,JCIST000173,014-206-13,CAF Arandas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_387,JCIST000202,014-206-14,CAF Ayotlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_388,JCIST000400,014-206-15,CMCT SNTE (Guadalajara),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_389,JCIST000593,014-206-17,CAF Poncitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_390,JCIST000482,014-206-18,CAF Jesús María,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_391,JCIST000832,014-206-19,UMF Yahualica de González Gallo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_392,JCIST000745,014-206-21,CMCT SAGARPA (El Álamo),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_393,JCIST000313,014-206-23,CAF Degollado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_394,JCIST000424,014-206-27,CAF UHF. Unidad Modelo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_395,JCIST000506,014-207-00,CMF Lagos de Moreno,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_396,JCIST000325,014-207-01,CAF Encarnación de Díaz,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_397,JCIST000470,014-207-02,CAF Jalostotitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_398,JCIST000576,014-207-03,CAF Ojuelos de Jalisco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_399,JCIST000634,014-207-04,CAF San Juan de los Lagos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_400,JCIST000663,014-207-05,UMF San Miguel el Alto,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_401,JCIST000103,014-207-06,UMF Teocaltiche,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_402,JCIST000646,014-207-07,CAF San Julián,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_403,JCIST000045,014-208-00,CH Cd. Guzmán,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_404,JCIST000791,014-208-01,UMF Tuxpan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_405,JCIST000721,014-208-02,CAF Tecalitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_406,JCIST000704,014-208-03,CAF Tamazula de Gordiano,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_407,JCIST000535,014-208-04,CAF Mazamitla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_408,JCIST000716,014-208-05,CAF Tapalpa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_409,JCIST000675,014-208-08,CAF Sayula,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_410,JCIST000815,014-208-09,CAF San Gabriel,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_411,JCIST000021,014-209-00,CMF Autlán de Navarro,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí
U_ISSSTE_412,JCIST000214,014-209-01,CAF Ayutla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_413,JCIST000062,014-209-02,UMF El Grullo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_414,JCIST000453,014-209-03,UMF La Huerta,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_415,JCIST000925,014-209-04,UMF Unión de Tula,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_416,JCIST000255,014-209-07,CAF Cihuatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_417,JCIST000610,014-209-12,CAF Villa Purificación,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_418,JCIST000260,014-209-13,CAF San Patricio Melaque,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_419,JCIST000243,014-209-14,CAF Casimiro Castillo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_420,JCIST000284,014-209-15,CAF Cuautitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_421,JCIST000086,014-210-00,CH Puerto Vallarta,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_422,JCIST000120,014-210-01,UMF Tomatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_423,JCIST000762,014-210-02,CAF Tomatlán Campamento SAGARPA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_424,JCIST000231,014-210-04,CAF El Tuito,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_425,JCIST000692,014-210-05,CAF Talpa de Allende,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_426,JCIST000523,014-210-06,UMF Mascota,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_427,JCIST000873,014-213-00,CEQ Guadalajara,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_428,PENDIENTE,014-219-00,"HG Dr. Valentín Gómez Farías, Zapopan",No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_429,MCIST000215,015-204-00,HG Toluca,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí
U_ISSSTE_430,MCIST000075,015-205-00,CMF Ecatepec de Morelos,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_431,MCIST000174,015-205-01,UMF San Juan Teotihuacán,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_432,MCIST000220,015-205-02,UMF Zumpango de Ocampo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_433,MCIST000010,015-205-03,UMF Tepexpan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_434,MCIST000396,015-205-04,CAF UH. FOVISSSTE Ecatepec de Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_435,MCIST000116,015-206-00,CMF Valle de Aragón,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_436,MCIST000355,015-207-00,CMF Satélite Naucalpan,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_437,MCIST000203,015-208-00,CMF Tlalnepantla,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_438,MCIST000186,015-210-00,CMF Texcoco de Mora,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_439,MCIST000022,015-210-01,UMF Amecameca de Juárez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_440,MCIST000051,015-210-02,UMF Chalco de Díaz Covarrubias,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_441,MCIST000063,015-211-00,CMFEQ Xalostoc,Sí,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_442,MCIST000401,015-213-00,CMF Nueva Oxtotitlán,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_443,MCIST000034,015-213-02,UMF Atlacomulco de Fabela,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No
U_ISSSTE_444,MCIST000290,015-213-03,CAF Ixtapan de la Sal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_445,MCIST000080,015-213-04,UMF Ixtlahuaca de Rayón,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_446,MCIST000092,015-213-05,UMF Jilotepec de Abasolo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_447,MCIST000162,015-213-06,UMF Tenancingo de Degollado,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_448,MCIST000133,015-213-08,UMF Polotitlán de Ilustración,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_449,MCIST000145,015-213-09,UMF San Felipe del Progreso,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_450,MCIST000191,015-213-10,UMF Santiago Tianguistengo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_451,MCIST000273,015-213-11,CAF San Pedro Limón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_452,MCIST000150,015-213-12,UMF Tejupilco de Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_453,MCIST000413,015-213-13,CAF Texcaltitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_454,MCIST000471,015-213-14,CAF Valle de Bravo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_455,MCIST000104,015-213-16,UMF Lerma de Villada (Villa Carmela),Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_456,MCIST000256,015-213-17,CAF Villa Cuauhtémoc,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_457,MCIST000121,015-213-18,UMF San Jerónimo Acazulco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_458,MCIST000046,015-213-19,UMF Capulhuac de Mirafuentes,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_459,MCIST000244,015-213-20,CMCT SAGARPA (Zinacantepec),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_460,PENDIENTE,015-213-23,CMCT Delegación del ISSSTE en el Estado de México,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_461,MCIST000454,015-213-24,CMCT Conalep,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_462,MCIST000384,015-214-00,CMF Pantitlán,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_463,MCIST000442,015-216-00,CMF Cuautitlán Izcalli,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_464,MCIST000331,015-216-01,CAF Cuautitlán de Romero Rubio,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_465,MCIST000326,015-216-02,CAF Villa Nicolás Romero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_466,MCIST000483,015-219-00,CMFEQ Héroes Tecámac,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
