id_unidad,clues,clave_presupuestal,situacion_juridica_inmueble,estatus_operativo,nombre_oficial,nombre_corto,nombre_unidad,tipo_unidad,sigla_tipo,nivel_atencion,atiende_nivel_adicional,institucion,entidad,municipio,subdelegacion,tipo_vialidad,nombre_vialidad,numero_exterior,numero_interior,tipo_asentamiento,nombre_asentamiento,codigo_postal,direccion_completa,latitud,longitud,coordenadas_validadas,fuente_coordenada,Observaciones
U_ISSSTE_44,BSIST000265,003-207-03,Convenio,En Operación,"Consultorio de Atención Familiar UH. FOVISSSTE Catra, La Paz.","CAF UH. FOVISSSTE Catra, La Paz.","UH. FOVISSSTE Catra, La Paz.",Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Calle,Bahía de Muertos,S/N,,Colonia,Sudcalifornia (FOVISSSTE),23080,"Calle Bahía de Muertos S/N, Colonia Sudcalifornia (FOVISSSTE), La Paz, Baja California Sur, CP. 23080",24.117544246772724,-110.31197525118645,Solicitar Validación,Anuario Estadístico 2025,Coordenadas aproximadas. Google Maps no disponible en la zona
U_ISSSTE_45,BSIST000294,003-207-04,Subrogada,En Operación,Consultorio de Atención Familiar La Ribera,CAF La Ribera,La Ribera,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Camino,Cabo Este,S/N,,Localidad,La Ribera,23570,"Camino Cabo Este S/N, Localidad La Ribera, Los Cabos, Baja California Sur, CP. 23570",23.590581003011938,-109.59187761779113,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un IMSS Bienestar
U_ISSSTE_46,BSIST000241,003-207-05,Subrogada,En Operación,Consultorio de Atención Familiar Los Barriles,CAF Los Barriles,Los Barriles,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Avenida,20 de Noviembre,S/N,,Pueblo,Los Barriles,23330,"Avenida 20 de Noviembre S/N, Pueblo Los Barriles, La Paz, Baja California Sur, CP. 23330",23.679933082018675,-109.69910670744886,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un Centro de Salud
U_ISSSTE_47,BSIST000306,003-207-06,Subrogada,En Operación,Consultorio de Atención Familiar San Antonio,CAF San Antonio,San Antonio,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Avenida,Ignacio Zaragoza,S/N,,Localidad,San Antonio,23210,"Avenida Ignacio Zaragoza S/N, Localidad San Antonio, Los Cabos, Baja California Sur, CP. 23210",23.807060432348727,-110.05802231897135,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un Centro de Salud
U_ISSSTE_48,BSIST000282,003-207-07,Subrogada,En Operación,Consultorio de Atención Familiar Miraflores,CAF Miraflores,Miraflores,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Calle,Libertad,S/N,,Localidad,Miraflores,23520,"Calle Libertad S/N, Localidad Miraflores, Los Cabos, Baja California Sur, CP. 23520",23.369042173413256,-109.77806504648244,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un IMSS Bienestar
U_ISSSTE_49,BSIST000236,003-207-09,Subrogada,En Operación,Consultorio de Atención Familiar San Juan de los Planes,CAF San Juan de los Planes,San Juan de los Planes,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Carretera,286 (La Paz-San Juan de los Planes),S/N,,Localidad,San Juan de los Planes,23230,"Carretera 286 (La Paz-San Juan de los Planes) S/N, Localidad San Juan de los Planes, La Paz, Baja California Sur, CP. 23230",23.96733997989358,-109.9347648679122,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un IMSS Bienestar
U_ISSSTE_50,BSIST000311,003-207-10,Subrogada,En Operación,Consultorio de Atención Familiar Santiago,CAF Santiago,Santiago,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Calle,Guadalupe Victoria,S/N,,Localidad,Santiago,23500,"Calle Guadalupe Victoria S/N, Localidad Santiago, Los Cabos, Baja California Sur, CP. 23500",23.475499065545726,-109.71803970305857,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un Centro de Salud
U_ISSSTE_51,BSIST000084,003-207-11,Propia,En Operación,Unidad de Medicina Familiar Todos Santos,UMF Todos Santos,Todos Santos,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Calle,Ignacio Zaragoza,578,,Colonia,El Centro,23300,"Calle Ignacio Zaragoza 578, Colonia El Centro, La Paz, Baja California Sur, CP. 23300",23.447008722699888,-110.22519796686605,Validada,Anuario Estadístico 2025,
U_ISSSTE_52,BSIST000224,003-207-12,Convenio,En Operación,"Consultorio de Atención Familiar UH. FOVISSSTE Cihuatán Costa Azul, La Paz","CAF UH. FOVISSSTE Cihuatán Costa Azul, La Paz","UH. FOVISSSTE Cihuatán Costa Azul, La Paz",Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Boulevard,Luis Donaldo Colosio,S/N,,Colonia,Cihuatán,23054,"Boulevard Luis Donaldo Colosio S/N, Colonia Cihuatán, La Paz, Baja California Sur, CP. 23054",24.122274788555593,-110.30238436495283,Validada,Anuario Estadístico 2025,
U_ISSSTE_53,BSIST000253,003-207-13,Subrogada,En Operación,Consultorio de Atención Familiar Las Pocitas,CAF Las Pocitas,Las Pocitas,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Calzada,Gral. Félix Ortega,S/N,,Pueblo,Las Pocitas,23150,"Calzada Gral. Félix Ortega S/N, Pueblo Las Pocitas, La Paz, Baja California Sur, CP. 23150",24.394207239326448,-111.10538687447156,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas llevan a un IMSS Bienestar
U_ISSSTE_54,BSIST000101,003-208-00,Propia,En Operación,Clínica Hospital San José del Cabo,CH San José del Cabo,San José del Cabo,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Calle,Retorno del Tifón,S/N,,Colonia,El Rosarito,23407,"Calle Retorno del Tifón S/N, Colonia El Rosarito, Los Cabos, Baja California Sur, CP. 23407",23.068657668424784,-109.70875918806574,Validada,Anuario Estadístico 2025,
U_ISSSTE_55,BSIST000321,003-209-00,Propia,En Operación,Clínica de Medicina Familiar La Paz,CMF La Paz,La Paz,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Baja California Sur,La Paz,Baja California Sur,Calle,Nicolás Bravo,S/N,,Colonia,Guerrero,23040,"Calle Nicolás Bravo S/N, Colonia Guerrero, La Paz, Baja California Sur, CP. 23040",24.148879941460883,-110.30502594395091,Validada,Anuario Estadístico 2025,
U_ISSSTE_56,BSIST000352,003-211-00,Propia,En Operación,Clínica Hospital Cabo San Lucas,CH Cabo San Lucas,Cabo San Lucas,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Baja California Sur,Los Cabos,Baja California Sur,Avenida,Portales,844,,Fraccionamiento,Los Portales,23473,"Avenida Portales 844, Fraccionamiento Los Portales, Los Cabos, Baja California Sur, CP. 23473",22.910287265791492,-109.97099808006116,Validada,Anuario Estadístico 2025,
U_ISSSTE_57,CCIST000021,004-204-00,Propia,En Operación,"Clínica Hospital Dr. Patricio Trueba Regil, Camp.","CH Dr. Patricio Trueba Regil, Camp.","Dr. Patricio Trueba Regil, Camp.",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Campeche,Campeche,Campeche,Calle,Siete,30,,Colonia,Miramar,24030,"Calle Siete 30, Colonia Miramar, Campeche, Campeche, CP. 24030",19.826109814153728,-90.56392708296455,Validada,Anuario Estadístico 2025,
U_ISSSTE_58,CCIST000016,004-204-01,Propia,En Operación,Unidad de Medicina Familiar Calkiní,UMF Calkiní,Calkiní,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Campeche,Calkiní,Campeche,Calle,Violeta,3120,,Colonia,San Luis Obispo,24904,"Calle Violeta 3120, Colonia San Luis Obispo, Calkiní, Campeche, CP. 24904",20.374412827160047,-90.06043319355784,Validada,Anuario Estadístico 2025,
U_ISSSTE_59,CCIST000086,004-204-02,Subrogada,En Operación,Consultorio de Atención Familiar Candelaria,CAF Candelaria,Candelaria,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Campeche,Candelaria,Campeche,Calle,Veintinueve,8,,Colonia,San Martín II (Acalán),24330,"Calle Veintinueve 8, Colonia San Martín II (Acalán), Candelaria, Campeche, CP. 24330",18.196919912236982,-91.0447134358885,Solicitar Validación,Anuario Estadístico 2025,
U_ISSSTE_60,CCIST000045,004-204-03,Propia,En Operación,Unidad de Medicina Familiar Champotón,UMF Champotón,Champotón,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Campeche,Champotón,Campeche,Calle,Once,S/N,,Colonia,ISSSTE,24400,"Calle Once S/N, Colonia ISSSTE, Champotón, Campeche, CP. 24400",19.34199634508261,-90.73266112449295,Validada,Anuario Estadístico 2025,
U_ISSSTE_61,CCIST000074,004-204-04,Propia,En Operación,Unidad de Medicina Familiar Escárcega,UMF Escárcega,Escárcega,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Campeche,Escárcega,Campeche,Calle,Veintiocho,S/N,,Colonia,Centro,24350,"Calle Veintiocho S/N, Colonia Centro, Escárcega, Campeche, CP. 24350",18.603768807230338,-90.72907547562497,Validada,Anuario Estadístico 2025,
U_ISSSTE_62,CCIST000050,004-204-05,Propia,En Operación,Unidad de Medicina Familiar Hecelchakán,UMF Hecelchakán,Hecelchakán,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Campeche,Hecelchakán,Campeche,Calle,Veintinueve,527,,Barrio,San Francisco,24800,"Calle Veintinueve 527, Barrio San Francisco, Hecelchakán, Campeche, CP. 24800",20.171726396394384,-90.14016817584164,Validada,Anuario Estadístico 2025,
U_ISSSTE_63,CCIST000062,004-204-06,Propia,En Operación,Unidad de Medicina Familiar Hopelchén,UMF Hopelchén,Hopelchén,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Campeche,Hopelchén,Campeche,Calle,Doscientos Sesenta y Uno (Principal),80-A,,Colonia,San Román,24600,"Calle Doscientos Sesenta y Uno (Principal) 80-A, Colonia San Román, Hopelchén, Campeche, CP. 24600",19.745449293026272,-89.8477008579915,Validada,Anuario Estadístico 2025,
U_ISSSTE_64,CCIST000091,004-204-07,Subrogada,En Operación,Consultorio de Atención Familiar Seybaplaya,CAF Seybaplaya,Seybaplaya,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Campeche,Seybaplaya,Campeche,Calle,Cuarenta y Uno,S/N,,Colonia,Guadalupe,24460,"Calle Cuarenta y Uno S/N, Colonia Guadalupe, Seybaplaya, Campeche, CP. 24460",19.631868243659707,-90.68366595275272,Validada,Anuario Estadístico 2025,
U_ISSSTE_65,CCIST000115,004-204-08,Subrogada,En Operación,Consultorio de Atención Familiar Tenabo,CAF Tenabo,Tenabo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Campeche,Tenabo,Campeche,Avenida,Jacinto Canek,189,,Colonia,Esperanza,24706,"Avenida Jacinto Canek 189, Colonia Esperanza, Tenabo, Campeche, CP. 24706",20.047575206434274,-90.22891590722573,Validada,Anuario Estadístico 2025,
U_ISSSTE_66,CCIST000033,004-205-00,Propia,En Operación,Clínica Hospital Cd. del Carmen,CH Cd. del Carmen,Cd. del Carmen,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Campeche,Carmen,Campeche,Privada,del ISSSTE,S/N,,Colonia,Petrolera,24160,"Privada del ISSSTE S/N, Colonia Petrolera, Carmen, Campeche, CP. 24160",18.646807402326637,-91.82187167908062,Validada,Anuario Estadístico 2025,
U_ISSSTE_67,CCIST000103,004-205-01,Subrogada,En Operación,Consultorio de Atención Familiar Palizada,CAF Palizada,Palizada,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Campeche,Palizada,Campeche,Calle,Ignacio Ramírez,S/N,,Colonia,La Esperanza,24200,"Calle Ignacio Ramírez S/N, Colonia La Esperanza, Palizada, Campeche, CP. 24200",18.255931565055196,-92.1000674885922,Solicitar Validación,Anuario Estadístico 2025,
U_ISSSTE_68,CLIST000065,005-206-00,Propia,En Operación,Clínica Hospital Monclova,CH Monclova,Monclova,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,Monclova,Coahuila,Avenida,Roble,801,,Fraccionamiento,La Salle,25720,"Avenida Roble 801, Fraccionamiento La Salle, Monclova, Coahuila, CP. 25720",26.928476343856033,-101.42122216251056,Validada,Anuario Estadístico 2025,
U_ISSSTE_69,CLIST000210,005-206-01,Convenio,En Operación,Consultorio de Atención Familiar Castaños,CAF Castaños,Castaños,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Castaños,Coahuila,Calle,Gral. Zuazua,S/N,,Colonia,Independencia Norte,25870,"Calle Gral. Zuazua S/N, Colonia Independencia Norte, Castaños, Coahuila, CP. 25870",26.784733790737164,-101.43771569468278,Validada,Anuario Estadístico 2025,El CLUES menciona que la unidad se encuentra en el DIF
U_ISSSTE_70,CLIST000036,005-206-02,Propia,En Operación,Unidad de Medicina Familiar Cuatrociénegas de Carranza,UMF Cuatrociénegas de Carranza,Cuatrociénegas de Carranza,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Cuatro Ciénegas,Coahuila,Calle,Corona,S/N,,Colonia,Centro,27640,"Calle Corona S/N, Colonia Centro, Cuatro Ciénegas, Coahuila, CP. 27640",26.98462105968469,-102.06950162704706,Validada,Anuario Estadístico 2025,
U_ISSSTE_71,CLIST000321,005-206-03,Convenio,En Operación,Consultorio de Atención Familiar La Esmeralda,CAF La Esmeralda,La Esmeralda,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Sierra Mojada,Coahuila,Calle,Comercio,S/N,,Localidad,La Esmeralda,27610,"Calle Comercio S/N, Localidad La Esmeralda, Sierra Mojada, Coahuila, CP. 27610",27.288318795850834,-103.6620026571979,Solicitar Validación,Anuario Estadístico 2025,Las coordenadas envían a un lugar donde no es posible confirmar la presencia de una unidad
U_ISSSTE_72,CLIST000251,005-206-04,Convenio,En Operación,Consultorio de Atención Familiar Ocampo,CAF Ocampo,Ocampo,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Ocampo,Coahuila,Calle,Ignacio Zaragoza,213,,Localidad,Ocampo,27500,"Calle Ignacio Zaragoza 213, Localidad Ocampo, Ocampo, Coahuila, CP. 27500",27.31334884696549,-102.39684351310783,Validada,Anuario Estadístico 2025,
U_ISSSTE_73,CLIST000304,005-206-05,Rentada,En Operación,Consultorio de Atención Familiar San Buenaventura,CAF San Buenaventura,San Buenaventura,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,San Buenaventura,Coahuila,Calle,Prof. Óscar Flores Tapia,450,,Fraccionamiento,San Andrés,25504,"Calle Prof. Óscar Flores Tapia 450, Fraccionamiento San Andrés, San Buenaventura, Coahuila, CP. 25504",27.06086157008882,-101.53855207043793,Validada,Anuario Estadístico 2025,
U_ISSSTE_74,CLIST000094,005-207-00,Propia,En Operación,Clínica Hospital Piedras Negras,CH Piedras Negras,Piedras Negras,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,Piedras Negras,Coahuila,Avenida,Nava-Piedras Negras,S/N,,Colonia,ISSSTE,26070,"Avenida Nava-Piedras Negras S/N, Colonia ISSSTE, Piedras Negras, Coahuila, CP. 26070",28.68614251650214,-100.54384960578047,Validada,Anuario Estadístico 2025,
U_ISSSTE_75,CLIST000024,005-207-01,Destino de Hecho,En Operación,Unidad de Medicina Familiar Cd. Allende,UMF Cd. Allende,Cd. Allende,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Allende,Coahuila,Calle,Independencia Oriente,502,,Colonia,Centro,26530,"Calle Independencia Oriente 502, Colonia Centro, Allende, Coahuila, CP. 26530",28.339718276232063,-100.84575614298336,Validada,Anuario Estadístico 2025,
U_ISSSTE_76,CLIST000135,005-207-03,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Zaragoza,UMF Zaragoza,Zaragoza,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Zaragoza,Coahuila,Calle,Hermenegildo Galeana,105,,Colonia,Centro,26450,"Calle Hermenegildo Galeana 105, Colonia Centro, Zaragoza, Coahuila, CP. 26450",28.491605286286834,-100.91993739814961,Validada,Anuario Estadístico 2025,
U_ISSSTE_77,CLIST000012,005-208-00,Propia,En Operación,Clínica de Medicina Familiar Cd. Acuña,CMF Cd. Acuña,Cd. Acuña,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Acuña,Coahuila,Calle,Díaz Guerra,185,,Colonia,San Andrés,26260,"Calle Díaz Guerra 185, Colonia San Andrés, Acuña, Coahuila, CP. 26260",29.311255568301622,-100.93029680769163,Validada,Anuario Estadístico 2025,
U_ISSSTE_78,CLIST000193,005-209-00,Propia,En Operación,"Clínica Hospital Dr. Francisco Z Cruz, Nueva Rosita","CH Dr. Francisco Z Cruz, Nueva Rosita","Dr. Francisco Z Cruz, Nueva Rosita",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,San Juan de Sabinas,Coahuila,Calle,20 de Noviembre,2748,,Colonia,Zaragoza,26860,"Calle 20 de Noviembre 2748, Colonia Zaragoza, San Juan de Sabinas, Coahuila, CP. 26860",27.92985057458195,-101.21235204743351,Validada,Anuario Estadístico 2025,
U_ISSSTE_79,CLIST000070,005-209-01,Propia,En Operación,Unidad de Medicina Familiar Cd. Melchor Muzquiz,UMF Cd. Melchor Muzquiz,Cd. Melchor Muzquiz,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Múzquiz,Coahuila,Calle,Heroico Colegio Militar,814,,Colonia,Magisterial,26344,"Calle Heroico Colegio Militar 814, Colonia Magisterial, Múzquiz, Coahuila, CP. 26344",27.87796924118078,-101.5276944304534,Validada,Anuario Estadístico 2025,
U_ISSSTE_80,CLIST000181,005-210-00,Propia,En Operación,"Clínica Hospital Dra. Esperanza Flores Alvarado, Cd. Sabinas","CH Dra. Esperanza Flores Alvarado, Cd. Sabinas","Dra. Esperanza Flores Alvarado, Cd. Sabinas",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,Sabinas,Coahuila,Calle,Ignacio Manuel Altamirano,765,,Colonia,Prof. Federico Berrueto Ramón,26730,"Calle Ignacio Manuel Altamirano 765, Colonia Prof. Federico Berrueto Ramón, Sabinas, Coahuila, CP. 26730",27.856174405916086,-101.12278084470195,Validada,Anuario Estadístico 2025,
U_ISSSTE_81,CLIST000111,005-211-00,Propia,En Operación,Clínica Hospital San Pedro de las Colonias,CH San Pedro de las Colonias,San Pedro de las Colonias,Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,San Pedro,Coahuila,Calle,de los Granados,2,,Fraccionamiento,La Quinta,27846,"Calle de los Granados 2, Fraccionamiento La Quinta, San Pedro, Coahuila, CP. 27846",25.753583892384533,-102.99625874563192,Validada,Anuario Estadístico 2025,
U_ISSSTE_82,CLIST000041,005-211-01,Propia,En Operación,Unidad de Medicina Familiar Francisco I. Madero,UMF Francisco I. Madero,Francisco I. Madero,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Francisco I. Madero,Coahuila,Avenida,Adolfo López Mateos,S/N,,Colonia,Nuevo Linares,27907,"Avenida Adolfo López Mateos S/N, Colonia Nuevo Linares, Francisco I. Madero, Coahuila, CP. 27907",25.76879429473891,-103.27743194194483,Validada,Anuario Estadístico 2025,
U_ISSSTE_83,CLIST000140,005-216-00,Propia,En Operación,Clínica de Medicina Familiar con Especialidades y Quirófano Torreón,CMFEQ Torreón,Torreón,Clínica de Medicina Familiar con Especialidades y Quirófano,CMFEQ,Segundo Nivel,Primer Nivel,ISSSTE,Coahuila,Torreón,Coahuila,Calle,del Mar,395,,Colonia,Torreón Residencial,27268,"Calle del Mar 395, Colonia Torreón Residencial, Torreón, Coahuila, CP. 27268",25.526825984127107,-103.40160089445006,Validada,Anuario Estadístico 2025,
U_ISSSTE_84,CLIST000053,005-216-01,En Proceso de Regularización,En Operación,Unidad de Medicina Familiar Matamoros,UMF Matamoros,Matamoros,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Matamoros,Coahuila,Calle,Guillermo Prieto Luján,211,,Colonia,Los Lirios,27446,"Calle Guillermo Prieto Luján 211, Colonia Los Lirios, Matamoros, Coahuila, CP. 27446",25.52854360360903,-103.23396248164217,Validada,Anuario Estadístico 2025,
U_ISSSTE_85,CLIST000333,005-220-00,Propia,En Operación,Hospital General Saltillo,HG Saltillo,Saltillo,Hospital General,HG,Segundo Nivel,No Aplica,ISSSTE,Coahuila,Saltillo,Coahuila,Calle,Fray Landín,S/N,,Colonia,Nuevo Centro Metropolitano,25020,"Calle Fray Landín S/N, Colonia Nuevo Centro Metropolitano, Saltillo, Coahuila, CP. 25020",25.410080096419616,-100.95939693129856,Validada,Anuario Estadístico 2025,
U_ISSSTE_86,CLIST000222,005-220-01,Convenio,En Operación,Consultorio de Atención Familiar General Cepeda,CAF General Cepeda,General Cepeda,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,General Cepeda,Coahuila,Calle,Francisco I. Madero,215,,Localidad,General Cepeda,25950,"Calle Francisco I. Madero 215, Localidad General Cepeda, General Cepeda, Coahuila, CP. 25950",25.37708629287039,-101.47417134143788,Solicitar Validación,Anuario Estadístico 2025,"Las coordenadas envían a un centro distinto, las coordenadas del CLUES son distintas"
U_ISSSTE_87,CLIST000275,005-220-02,En Proceso de Regularización,En Operación,Consultorio de Atención Familiar UH. FOVISSSTE Chapultepec,CAF UH. FOVISSSTE Chapultepec,UH. FOVISSSTE Chapultepec,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Saltillo,Coahuila,Calle,Alfonso Reyes,1026,,Fraccionamiento,Chapultepec 2do Sector,25050,"Calle Alfonso Reyes 1026, Fraccionamiento Chapultepec 2do Sector, Saltillo, Coahuila, CP. 25050",25.399291607332714,-100.9971863807786,Validada,Anuario Estadístico 2025,
U_ISSSTE_88,CLIST000292,005-220-05,En Proceso de Regularización,En Operación,Consultorio de Atención Familiar UHF. Lomas del Bosque,CAF UHF. Lomas del Bosque,UHF. Lomas del Bosque,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Saltillo,Coahuila,Calle,Álamos,1195,,Colonia,Lomas del Bosque,25016,"Calle Álamos 1195, Colonia Lomas del Bosque, Saltillo, Coahuila, CP. 25016",25.4222141298995,-100.93384090548948,Validada,Anuario Estadístico 2025,
U_ISSSTE_89,CLIST000263,005-220-06,Convenio,En Operación,Consultorio de Atención Familiar Ramos Arizpe,CAF Ramos Arizpe,Ramos Arizpe,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Ramos Arizpe,Coahuila,Calle,Gral. Charles,119,,Colonia,Centro,25900,"Calle Gral. Charles 119, Colonia Centro, Ramos Arizpe, Coahuila, CP. 25900",25.539921435061544,-100.95197401465384,Validada,Anuario Estadístico 2025,
U_ISSSTE_90,CLIST000082,005-220-07,Propia,En Operación,Unidad de Medicina Familiar Parras de la Fuente,UMF Parras de la Fuente,Parras de la Fuente,Unidad de Medicina Familiar,UMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Parras,Coahuila,Boulevard,Oscar Flores Tapia,S/N,,Fraccionamiento,Estrella,27980,"Boulevard Oscar Flores Tapia S/N, Fraccionamiento Estrella, Parras, Coahuila, CP. 27980",25.44398602237582,-102.17475005574967,Validada,Anuario Estadístico 2025,
U_ISSSTE_91,CLIST000106,005-221-00,Propia,En Operación,Clínica de Medicina Familiar Saltillo,CMF Saltillo,Saltillo,Clínica de Medicina Familiar,CMF,Primer Nivel,No Aplica,ISSSTE,Coahuila,Saltillo,Coahuila,Calle,Francisco Murguía,405,,Colonia,Centro,25000,"Calle Francisco Murguía 405, Colonia Centro, Saltillo, Coahuila, CP. 25000",25.430104936438727,-101.0118812336553,Validada,Anuario Estadístico 2025,
U_ISSSTE_92,CMIST000010,006-204-00,Propia,En Operación,"Clínica Hospital Dr. Miguel Trejo Ochoa, Colima","CH Dr. Miguel Trejo Ochoa, Colima","Dr. Miguel Trejo Ochoa, Colima",Clínica Hospital,CH,Segundo Nivel,Primer Nivel,ISSSTE,Colima,Colima,Colima,Calle,Ignacio Sandoval,867,,Colonia,Lomas de Circunvalación,28010,"Calle Ignacio Sandoval 867, Colonia Lomas de Circunvalación, Colima, Colima, CP. 28010",19.251122164249615,-103.7136875934688,Validada,Anuario Estadístico 2025,
U_ISSSTE_93,CMIST000046,006-204-01,Convenio,En Operación,Consultorio de Atención Familiar Armería,CAF Armería,Armería,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Colima,Armería,Colima,Calle,Jalisco,16,,Colonia,Centro,28300,"Calle Jalisco 16, Colonia Centro, Armería, Colima, CP. 28300",18.93865226672,-103.96470256395067,Solicitar Validación,Anuario Estadístico 2025,
U_ISSSTE_94,CMIST000051,006-204-02,Convenio,En Operación,Consultorio de Atención Familiar Minatitlán,CAF Minatitlán,Minatitlán,Consultorio de Atención Familiar,CAF,Primer Nivel,No Aplica,ISSSTE,Colima,Minatitlán,Colima,Calle,Corregidora,20A,,Colonia,Centro,28750,"Calle Corregidora 20A, Colonia Centro, Minatitlán, Colima, CP. 28750",19.385921330442983,-104.05016511473646,Validada,Anuario Estadístico 2025,
